Place Name,Safety Rating (5.0),Lighting,Lighting Score,Police Presence,Emergency Services (m),Crime Beat ID,Crowd Density,Overall Status
Vandalur Zone-2,2.9,Moderate,66%,Yes,1793m,CHN4224,Low,Unsafe
George Town Zone-90,2.9,Poor,82%,No,1293m,CHN4225,Medium,Unsafe
Pallavaram Zone-73,3.3,Good,74%,Yes,1990m,CHN4226,High,Moderate
T Nagar Zone-43,3.3,Good,95%,No,497m,CHN4227,Medium,Moderate
Mogappair Zone-87,3.8,Good,62%,No,1430m,CHN4228,Low,Moderate
Parrys Zone-28,4.5,Moderate,88%,Yes,1020m,CHN4229,Low,Safe
Ambattur Zone-61,3.9,Good,88%,Yes,1322m,CHN4230,Low,Moderate
Washermanpet Zone-24,3.2,Poor,80%,No,860m,CHN4231,Low,Moderate
Royapuram Zone-52,4.4,Good,82%,No,280m,CHN4232,Low,Safe
Ashok Nagar Zone-85,4.4,Good,93%,Yes,770m,CHN4233,High,Safe
Perungudi Zone-86,3.1,Good,95%,No,2000m,CHN4234,Medium,Unsafe
Kottivakkam Zone-94,4.7,Moderate,62%,No,950m,CHN4235,Medium,Safe
Sholinganallur Zone-50,4.5,Good,99%,Yes,432m,CHN4236,Medium,Safe
Aminjikarai Zone-97,4.5,Moderate,86%,Yes,736m,CHN4237,High,Safe
Kodambakkam Zone-97,3.3,Poor,75%,Yes,1014m,CHN4238,Medium,Moderate
Villivakkam Zone-50,4.5,Good,63%,Yes,1415m,CHN4239,Low,Safe
Medavakkam Zone-74,2.9,Moderate,91%,No,1813m,CHN4240,Low,Unsafe
Anna Nagar Zone-80,3.0,Good,78%,Yes,1734m,CHN4241,High,Unsafe
Nungambakkam Zone-98,3.9,Poor,92%,No,543m,CHN4242,High,Moderate
Ashok Nagar Zone-82,4.9,Poor,95%,Yes,341m,CHN4243,Medium,Safe
Parrys Zone-92,4.3,Poor,98%,No,635m,CHN4244,Low,Safe
Avadi Zone-71,3.3,Poor,68%,Yes,415m,CHN4245,Low,Moderate
Velachery East Zone-66,4.3,Moderate,70%,Yes,847m,CHN4246,Low,Safe
Thousand Lights Zone-36,3.3,Moderate,93%,No,400m,CHN4247,Low,Moderate
Medavakkam Zone-10,3.9,Good,64%,No,501m,CHN4248,High,Moderate
Velachery Zone-10,3.3,Poor,73%,Yes,735m,CHN4249,High,Moderate
T Nagar Zone-22,3.6,Moderate,97%,Yes,943m,CHN4250,Medium,Moderate
Manapakkam Zone-7,4.0,Poor,92%,No,232m,CHN4251,Low,Moderate
Ashok Nagar Zone-50,3.9,Moderate,78%,No,1634m,CHN4252,Medium,Moderate
Vepery Zone-28,5.0,Good,85%,No,1902m,CHN4253,Low,Safe
Thiruvanmiyur Zone-66,4.3,Good,83%,Yes,1686m,CHN4254,High,Safe
Mogappair Zone-53,3.6,Moderate,88%,No,427m,CHN4255,Low,Moderate
Royapuram Zone-97,2.9,Good,61%,Yes,847m,CHN4256,High,Unsafe
Ambattur Zone-45,4.0,Good,100%,Yes,371m,CHN4257,Low,Moderate
Aminjikarai Zone-41,3.3,Good,75%,No,486m,CHN4258,Low,Moderate
Royapuram Zone-86,5.0,Moderate,79%,No,252m,CHN4259,Low,Safe
Velachery Zone-72,4.8,Poor,60%,Yes,327m,CHN4260,Low,Safe
Velachery West Zone-37,4.1,Moderate,87%,No,1811m,CHN4261,Medium,Moderate
Villivakkam Zone-93,3.5,Poor,92%,Yes,608m,CHN4262,Low,Moderate
Teynampet Zone-79,2.9,Moderate,78%,Yes,1501m,CHN4263,Low,Unsafe
Pallavaram Zone-67,3.7,Moderate,84%,Yes,592m,CHN4264,Low,Moderate
Mogappair Zone-47,4.3,Good,63%,Yes,813m,CHN4265,Medium,Safe
Royapuram Zone-15,3.4,Moderate,66%,No,252m,CHN4266,Low,Moderate
Teynampet Zone-62,4.8,Moderate,87%,No,497m,CHN4267,Low,Safe
Thirumullaivoyal Zone-37,3.4,Poor,80%,No,1009m,CHN4268,Medium,Moderate
Tambaram Zone-27,4.1,Moderate,65%,Yes,1410m,CHN4269,Low,Moderate
Kilpauk Zone-16,3.8,Moderate,98%,No,925m,CHN4270,Low,Moderate
Ambattur Zone-12,2.8,Good,62%,No,349m,CHN4271,Medium,Unsafe
Chromepet Zone-67,3.6,Poor,77%,Yes,746m,CHN4272,Medium,Moderate
Kottivakkam Zone-86,3.5,Moderate,96%,Yes,1874m,CHN4273,High,Moderate
Velachery West Zone-87,4.7,Poor,64%,Yes,248m,CHN4274,Low,Safe
Saidapet Zone-5,3.1,Moderate,99%,Yes,938m,CHN4275,Medium,Unsafe
Velachery Zone-44,2.5,Poor,72%,No,392m,CHN4276,Low,Unsafe
Kilpauk Zone-6,2.6,Moderate,65%,Yes,294m,CHN4277,High,Unsafe
Chromepet Zone-70,2.9,Poor,89%,No,1563m,CHN4278,Low,Unsafe
Ashok Nagar Zone-76,3.1,Good,100%,No,1324m,CHN4279,Medium,Unsafe
Poonamallee Zone-5,4.7,Good,79%,Yes,950m,CHN4280,High,Safe
Kilpauk Zone-51,2.5,Good,96%,No,1057m,CHN4281,Medium,Unsafe
Avadi Zone-7,2.6,Good,93%,No,1421m,CHN4282,Low,Unsafe
Parrys Zone-40,3.9,Moderate,66%,No,397m,CHN4283,Medium,Moderate
Velachery West Zone-37,4.3,Good,81%,No,891m,CHN4284,High,Safe
Pallikaranai Zone-73,2.7,Moderate,79%,No,1422m,CHN4285,Medium,Unsafe
Vepery Zone-44,4.8,Poor,97%,Yes,1901m,CHN4286,High,Safe
Thiruvottriyur Zone-4,2.7,Good,87%,No,1114m,CHN4287,Medium,Unsafe
Royapettah Zone-33,2.7,Moderate,81%,Yes,867m,CHN4288,High,Unsafe
Mogappair Zone-76,4.9,Moderate,63%,Yes,601m,CHN4289,Medium,Safe
Maduravoyal Zone-6,3.6,Moderate,85%,Yes,937m,CHN4290,High,Moderate
Porur Zone-84,3.1,Poor,88%,No,1074m,CHN4291,Low,Unsafe
Thousand Lights Zone-94,4.4,Good,91%,No,1614m,CHN4292,High,Safe
Washermanpet Zone-8,4.5,Poor,89%,Yes,1533m,CHN4293,Low,Safe
Sholinganallur Zone-48,4.1,Moderate,79%,No,1700m,CHN4294,High,Moderate
Poonamallee Zone-3,3.5,Poor,89%,Yes,1410m,CHN4295,Low,Moderate
Kottivakkam Zone-47,2.8,Poor,68%,No,727m,CHN4296,Medium,Unsafe
Thiruvottriyur Zone-61,3.5,Moderate,96%,Yes,1305m,CHN4297,High,Moderate
Parrys Zone-7,4.7,Good,66%,Yes,572m,CHN4298,Low,Safe
Pallavaram Zone-7,4.0,Poor,89%,No,1304m,CHN4299,Low,Moderate
Aminjikarai Zone-25,3.2,Poor,95%,No,1771m,CHN4300,Low,Moderate
Vepery Zone-59,4.8,Good,81%,No,608m,CHN4301,High,Safe
Pallikaranai Zone-3,4.3,Good,78%,Yes,1803m,CHN4302,Low,Safe
Teynampet Zone-21,3.6,Good,73%,No,1578m,CHN4303,High,Moderate
Porur Zone-63,4.6,Good,63%,No,1502m,CHN4304,Medium,Safe
Kottivakkam Zone-28,3.7,Good,80%,No,345m,CHN4305,High,Moderate
Teynampet Zone-29,3.7,Good,83%,No,1759m,CHN4306,Medium,Moderate
Tambaram Zone-58,4.1,Poor,93%,Yes,588m,CHN4307,Low,Moderate
Teynampet Zone-33,4.9,Good,85%,No,1968m,CHN4308,High,Safe
George Town Zone-22,4.7,Moderate,89%,Yes,1670m,CHN4309,High,Safe
Velachery East Zone-68,4.1,Moderate,90%,Yes,421m,CHN4310,Medium,Moderate
Manapakkam Zone-89,4.5,Poor,98%,Yes,1198m,CHN4311,Low,Safe
Guindy Zone-49,4.9,Moderate,72%,No,538m,CHN4312,High,Safe
Villivakkam Zone-14,4.2,Good,82%,No,1237m,CHN4313,Low,Safe
Nungambakkam Zone-91,4.7,Moderate,88%,No,505m,CHN4314,Low,Safe
Anna Nagar Zone-86,3.1,Poor,70%,Yes,1400m,CHN4315,Low,Unsafe
Mylapore Zone-94,3.5,Moderate,93%,No,502m,CHN4316,Medium,Moderate
Perambur Zone-73,4.5,Poor,75%,Yes,1149m,CHN4317,Medium,Safe
Mogappair Zone-53,2.7,Poor,60%,Yes,1927m,CHN4318,Low,Unsafe
Chromepet Zone-21,4.5,Poor,69%,No,1695m,CHN4319,Low,Safe
Washermanpet Zone-40,4.9,Moderate,82%,No,1492m,CHN4320,Medium,Safe
Maduravoyal Zone-30,3.2,Poor,73%,Yes,1205m,CHN4321,Low,Moderate
Royapuram Zone-97,3.2,Moderate,83%,Yes,716m,CHN4322,Medium,Moderate
Thirumullaivoyal Zone-8,2.9,Good,60%,No,753m,CHN4323,High,Unsafe
Egmore Zone-44,3.1,Good,70%,Yes,541m,CHN4324,Low,Unsafe
Pallikaranai Zone-89,3.7,Moderate,88%,Yes,1023m,CHN4325,Medium,Moderate
Aminjikarai Zone-63,2.6,Moderate,80%,No,1521m,CHN4326,Medium,Unsafe
Royapuram Zone-70,3.9,Poor,86%,No,1383m,CHN4327,High,Moderate
Royapuram Zone-64,4.9,Good,80%,No,917m,CHN4328,Medium,Safe
Kodambakkam Zone-68,2.5,Poor,78%,Yes,693m,CHN4329,Low,Unsafe
Kottivakkam Zone-64,3.6,Moderate,71%,No,1141m,CHN4330,High,Moderate
Ashok Nagar Zone-27,4.6,Poor,73%,No,1128m,CHN4331,High,Safe
Thiruvottriyur Zone-90,3.5,Moderate,85%,No,677m,CHN4332,Low,Moderate
Poonamallee Zone-47,4.2,Poor,95%,Yes,1687m,CHN4333,High,Safe
Mylapore Zone-68,4.7,Good,76%,No,1138m,CHN4334,Medium,Safe
Tambaram Zone-53,2.9,Poor,71%,Yes,1161m,CHN4335,High,Unsafe
Aminjikarai Zone-82,3.4,Poor,60%,Yes,1037m,CHN4336,Medium,Moderate
Saidapet Zone-73,3.6,Moderate,79%,Yes,1583m,CHN4337,Medium,Moderate
Teynampet Zone-10,4.2,Poor,69%,No,934m,CHN4338,Medium,Safe
Alwarpet Zone-31,4.5,Moderate,93%,Yes,409m,CHN4339,Low,Safe
Maduravoyal Zone-38,2.7,Moderate,63%,Yes,243m,CHN4340,Medium,Unsafe
Manapakkam Zone-40,4.9,Poor,65%,No,1398m,CHN4341,Low,Safe
Velachery West Zone-97,4.2,Good,77%,Yes,352m,CHN4342,High,Safe
Villivakkam Zone-36,4.6,Good,69%,Yes,791m,CHN4343,Low,Safe
Villivakkam Zone-59,4.4,Poor,62%,Yes,1244m,CHN4344,Low,Safe
Parrys Zone-21,4.4,Moderate,97%,No,1083m,CHN4345,High,Safe
Pallikaranai Zone-40,4.1,Good,76%,Yes,1896m,CHN4346,Low,Moderate
Chromepet Zone-7,3.4,Poor,66%,No,598m,CHN4347,Low,Moderate
Egmore Zone-90,3.9,Good,79%,Yes,1019m,CHN4348,Low,Moderate
Mylapore Zone-56,2.8,Good,87%,Yes,307m,CHN4349,High,Unsafe
Villivakkam Zone-43,4.3,Good,76%,Yes,464m,CHN4350,Medium,Safe
Porur Zone-44,3.3,Poor,83%,Yes,1330m,CHN4351,High,Moderate
Vandalur Zone-56,3.8,Good,77%,Yes,800m,CHN4352,Medium,Moderate
Avadi Zone-68,4.6,Good,81%,No,1017m,CHN4353,High,Safe
Vepery Zone-50,4.2,Poor,70%,Yes,1817m,CHN4354,High,Safe
Velachery East Zone-1,2.8,Good,93%,No,655m,CHN4355,Low,Unsafe
Saidapet Zone-75,4.6,Good,71%,Yes,515m,CHN4356,High,Safe
Poonamallee Zone-43,3.5,Poor,89%,Yes,860m,CHN4357,Low,Moderate
Chromepet Zone-53,3.3,Good,88%,Yes,706m,CHN4358,Low,Moderate
Mylapore Zone-17,3.5,Good,88%,No,488m,CHN4359,High,Moderate
Thiruvottriyur Zone-46,2.7,Good,99%,Yes,476m,CHN4360,Medium,Unsafe
Royapuram Zone-47,4.1,Good,76%,Yes,412m,CHN4361,High,Moderate
Kilpauk Zone-71,2.7,Moderate,60%,Yes,639m,CHN4362,High,Unsafe
Vandalur Zone-63,3.7,Poor,76%,Yes,516m,CHN4363,High,Moderate
Pallavaram Zone-54,3.3,Poor,67%,Yes,1605m,CHN4364,Medium,Moderate
Velachery East Zone-22,4.0,Moderate,92%,Yes,1271m,CHN4365,Low,Moderate
Porur Zone-81,4.4,Good,61%,No,704m,CHN4366,Medium,Safe
Sholinganallur Zone-10,3.1,Good,98%,No,1854m,CHN4367,Low,Unsafe
Thousand Lights Zone-85,4.7,Moderate,91%,Yes,1599m,CHN4368,Low,Safe
Maduravoyal Zone-18,5.0,Moderate,99%,No,559m,CHN4369,High,Safe
Aminjikarai Zone-2,3.6,Good,87%,Yes,1676m,CHN4370,Medium,Moderate
Washermanpet Zone-76,3.4,Good,91%,Yes,433m,CHN4371,Medium,Moderate
Ayanavaram Zone-78,4.4,Moderate,87%,No,1814m,CHN4372,High,Safe
Maduravoyal Zone-92,4.2,Poor,78%,No,1477m,CHN4373,Medium,Safe
Vadapalani Zone-95,4.2,Poor,86%,No,1949m,CHN4374,Low,Safe
Royapuram Zone-97,2.9,Poor,99%,Yes,1965m,CHN4375,Medium,Unsafe
Royapuram Zone-53,3.5,Good,84%,No,289m,CHN4376,Low,Moderate
Manapakkam Zone-5,3.0,Poor,94%,Yes,1413m,CHN4377,High,Unsafe
George Town Zone-61,3.3,Moderate,65%,Yes,1354m,CHN4378,High,Moderate
Washermanpet Zone-34,4.1,Good,82%,Yes,813m,CHN4379,Medium,Moderate
Thousand Lights Zone-40,4.6,Moderate,87%,No,724m,CHN4380,Low,Safe
Pallikaranai Zone-39,3.2,Moderate,76%,No,475m,CHN4381,Medium,Moderate
Ambattur Zone-77,4.6,Moderate,63%,No,261m,CHN4382,High,Safe
Tambaram Zone-58,4.8,Good,91%,No,1793m,CHN4383,Low,Safe
Pallikaranai Zone-81,3.6,Poor,65%,No,1883m,CHN4384,Low,Moderate
Alwarpet Zone-11,2.9,Moderate,74%,Yes,647m,CHN4385,High,Unsafe
T Nagar Zone-16,4.8,Good,98%,No,274m,CHN4386,High,Safe
Sholinganallur Zone-38,3.4,Good,68%,No,1802m,CHN4387,Low,Moderate
Medavakkam Zone-51,4.1,Poor,64%,Yes,1426m,CHN4388,Low,Moderate
Velachery East Zone-52,4.7,Moderate,73%,No,1157m,CHN4389,Low,Safe
Avadi Zone-98,4.1,Moderate,65%,Yes,1789m,CHN4390,Medium,Moderate
Royapettah Zone-57,2.8,Poor,91%,Yes,815m,CHN4391,High,Unsafe
Villivakkam Zone-3,3.0,Moderate,78%,Yes,359m,CHN4392,Low,Unsafe
Tambaram Zone-53,4.0,Poor,63%,Yes,1175m,CHN4393,Low,Moderate
Saidapet Zone-55,4.9,Poor,79%,Yes,993m,CHN4394,Medium,Safe
Perungudi Zone-87,4.9,Moderate,73%,No,516m,CHN4395,Medium,Safe
Velachery East Zone-97,3.5,Good,78%,Yes,520m,CHN4396,Low,Moderate
Ashok Nagar Zone-37,3.2,Poor,92%,Yes,1367m,CHN4397,Medium,Moderate
Egmore Zone-99,3.5,Good,76%,Yes,1172m,CHN4398,High,Moderate
Aminjikarai Zone-96,2.7,Poor,63%,Yes,863m,CHN4399,Low,Unsafe
Kilpauk Zone-74,4.3,Moderate,81%,No,521m,CHN4400,Low,Safe
Manapakkam Zone-99,4.5,Moderate,78%,Yes,388m,CHN4401,Medium,Safe
Velachery East Zone-75,4.5,Poor,93%,Yes,1452m,CHN4402,Low,Safe
George Town Zone-91,4.7,Good,91%,No,1389m,CHN4403,High,Safe
Mogappair Zone-42,4.0,Moderate,76%,No,1947m,CHN4404,Medium,Moderate
Ashok Nagar Zone-100,3.2,Good,69%,Yes,1496m,CHN4405,High,Moderate
Ambattur Zone-82,4.0,Moderate,73%,No,850m,CHN4406,Medium,Moderate
Manapakkam Zone-8,4.5,Moderate,94%,No,1926m,CHN4407,Medium,Safe
Kilpauk Zone-100,4.3,Poor,64%,No,992m,CHN4408,Medium,Safe
Perambur Zone-97,2.8,Poor,91%,Yes,574m,CHN4409,High,Unsafe
Medavakkam Zone-89,3.8,Poor,81%,Yes,232m,CHN4410,Low,Moderate
Egmore Zone-82,3.5,Moderate,92%,No,531m,CHN4411,Medium,Moderate
Aminjikarai Zone-37,4.4,Good,86%,Yes,573m,CHN4412,Low,Safe
Velachery West Zone-17,4.7,Good,82%,No,1988m,CHN4413,Low,Safe
Aminjikarai Zone-21,3.7,Poor,78%,Yes,1599m,CHN4414,High,Moderate
Thousand Lights Zone-7,3.9,Moderate,69%,Yes,1737m,CHN4415,Low,Moderate
Anna Nagar Zone-55,4.7,Good,60%,Yes,1179m,CHN4416,Low,Safe
Adyar Zone-78,3.5,Poor,67%,No,1573m,CHN4417,Medium,Moderate
Thoraipakkam Zone-19,4.9,Poor,75%,No,1936m,CHN4418,High,Safe
Sholinganallur Zone-76,4.5,Good,65%,Yes,1422m,CHN4419,High,Safe
Washermanpet Zone-58,4.6,Good,93%,Yes,1482m,CHN4420,Medium,Safe
Guindy Zone-21,2.9,Poor,85%,Yes,916m,CHN4421,High,Unsafe
Perungudi Zone-76,2.9,Poor,79%,No,1516m,CHN4422,Low,Unsafe
Mylapore Zone-66,2.9,Good,88%,No,749m,CHN4423,Low,Unsafe
Adyar Zone-23,4.6,Poor,96%,No,367m,CHN4424,Medium,Safe
Perambur Zone-94,4.5,Moderate,89%,Yes,1135m,CHN4425,Low,Safe
Chromepet Zone-29,2.9,Poor,87%,No,846m,CHN4426,Medium,Unsafe
Vandalur Zone-1,3.5,Poor,62%,No,1220m,CHN4427,High,Moderate
Thiruvottriyur Zone-72,2.9,Moderate,71%,Yes,794m,CHN4428,Medium,Unsafe
Velachery Zone-9,4.8,Moderate,77%,Yes,1856m,CHN4429,Medium,Safe
Porur Zone-85,4.2,Good,81%,Yes,1737m,CHN4430,High,Safe
Velachery East Zone-26,3.4,Good,87%,Yes,200m,CHN4431,High,Moderate
Perungudi Zone-25,2.9,Moderate,97%,Yes,1656m,CHN4432,Low,Unsafe
Velachery Zone-19,4.3,Good,87%,No,399m,CHN4433,Medium,Safe
Adyar Zone-8,4.0,Moderate,80%,No,1700m,CHN4434,Low,Moderate
Thousand Lights Zone-94,5.0,Good,89%,Yes,1527m,CHN4435,Low,Safe
Guindy Zone-60,3.3,Moderate,60%,No,1522m,CHN4436,Low,Moderate
Velachery Zone-39,4.6,Good,66%,Yes,1142m,CHN4437,Medium,Safe
Pallikaranai Zone-82,2.6,Good,87%,Yes,1483m,CHN4438,Medium,Unsafe
Alwarpet Zone-26,3.9,Moderate,96%,No,389m,CHN4439,Low,Moderate
Ambattur Zone-45,3.1,Good,82%,No,932m,CHN4440,High,Unsafe
Mylapore Zone-8,4.9,Poor,96%,No,939m,CHN4441,Low,Safe
Vadapalani Zone-97,2.9,Poor,66%,No,253m,CHN4442,Low,Unsafe
Royapuram Zone-69,3.0,Poor,83%,No,1320m,CHN4443,High,Unsafe
Ashok Nagar Zone-56,4.8,Poor,63%,Yes,622m,CHN4444,High,Safe
Kilpauk Zone-27,2.7,Good,88%,Yes,1242m,CHN4445,Low,Unsafe
Villivakkam Zone-47,4.5,Poor,91%,No,455m,CHN4446,Medium,Safe
Tambaram Zone-94,3.8,Good,77%,Yes,1811m,CHN4447,Medium,Moderate
Kilpauk Zone-14,4.2,Good,84%,Yes,475m,CHN4448,Medium,Safe
Manapakkam Zone-18,2.5,Poor,68%,Yes,1064m,CHN4449,High,Unsafe
Pallavaram Zone-43,4.0,Good,88%,Yes,580m,CHN4450,Low,Moderate
Medavakkam Zone-37,4.3,Moderate,77%,Yes,319m,CHN4451,Medium,Safe
Thirumullaivoyal Zone-26,3.1,Moderate,74%,No,1500m,CHN4452,Medium,Unsafe
T Nagar Zone-63,2.9,Moderate,81%,No,1506m,CHN4453,Low,Unsafe
Velachery East Zone-95,4.4,Good,82%,Yes,738m,CHN4454,Medium,Safe
Porur Zone-99,3.8,Poor,89%,No,566m,CHN4455,Low,Moderate
Villivakkam Zone-91,3.7,Good,67%,Yes,1539m,CHN4456,Medium,Moderate
Nungambakkam Zone-86,4.6,Poor,60%,No,730m,CHN4457,Medium,Safe
Chromepet Zone-8,3.8,Moderate,85%,Yes,1470m,CHN4458,High,Moderate
Perambur Zone-6,3.6,Moderate,72%,Yes,819m,CHN4459,High,Moderate
Mogappair Zone-42,4.7,Moderate,86%,Yes,584m,CHN4460,High,Safe
Saidapet Zone-87,3.2,Moderate,87%,Yes,1341m,CHN4461,Medium,Moderate
Tambaram Zone-29,3.3,Poor,81%,No,739m,CHN4462,Medium,Moderate
Thiruvottriyur Zone-35,4.6,Moderate,71%,No,982m,CHN4463,Low,Safe
Kottivakkam Zone-33,4.2,Poor,74%,Yes,1341m,CHN4464,High,Safe
Pallikaranai Zone-74,4.7,Good,100%,Yes,1575m,CHN4465,High,Safe
Kilpauk Zone-4,4.9,Good,64%,Yes,1542m,CHN4466,High,Safe
Vepery Zone-48,2.9,Good,86%,No,1841m,CHN4467,High,Unsafe
Egmore Zone-69,4.1,Good,69%,No,609m,CHN4468,Low,Moderate
Egmore Zone-82,4.7,Good,99%,No,880m,CHN4469,High,Safe
Velachery West Zone-33,3.7,Poor,99%,Yes,1351m,CHN4470,Low,Moderate
Washermanpet Zone-53,2.9,Poor,77%,Yes,1846m,CHN4471,Medium,Unsafe
Porur Zone-43,4.3,Moderate,98%,No,895m,CHN4472,High,Safe
Perambur Zone-79,3.4,Poor,99%,No,1650m,CHN4473,High,Moderate
Kotturpuram Zone-23,4.2,Moderate,74%,Yes,1833m,CHN4474,High,Safe
Tambaram Zone-43,2.6,Poor,60%,Yes,787m,CHN4475,Medium,Unsafe
Medavakkam Zone-35,4.9,Moderate,63%,No,1169m,CHN4476,High,Safe
Avadi Zone-36,4.3,Moderate,68%,No,1523m,CHN4477,Low,Safe
Perambur Zone-60,3.4,Moderate,73%,No,303m,CHN4478,Medium,Moderate
Mylapore Zone-19,3.2,Poor,89%,No,822m,CHN4479,Medium,Moderate
Chromepet Zone-33,4.8,Moderate,82%,No,1346m,CHN4480,Low,Safe
T Nagar Zone-23,2.8,Moderate,77%,Yes,1437m,CHN4481,Medium,Unsafe
Parrys Zone-99,4.6,Moderate,69%,Yes,1182m,CHN4482,Low,Safe
Nungambakkam Zone-1,4.2,Poor,77%,Yes,1243m,CHN4483,High,Safe
Velachery Zone-99,4.5,Moderate,61%,Yes,890m,CHN4484,Medium,Safe
Pallavaram Zone-16,3.1,Good,67%,Yes,571m,CHN4485,Medium,Unsafe
Velachery Zone-20,2.9,Good,74%,Yes,1267m,CHN4486,Medium,Unsafe
Porur Zone-38,3.2,Good,66%,Yes,943m,CHN4487,High,Moderate
Washermanpet Zone-24,3.7,Good,86%,Yes,369m,CHN4488,Medium,Moderate
T Nagar Zone-79,2.5,Good,84%,No,1402m,CHN4489,High,Unsafe
Ayanavaram Zone-98,4.9,Good,78%,No,896m,CHN4490,Medium,Safe
Perambur Zone-39,4.5,Moderate,68%,Yes,852m,CHN4491,Low,Safe
Mogappair Zone-82,2.7,Poor,77%,Yes,1679m,CHN4492,High,Unsafe
Villivakkam Zone-14,2.8,Moderate,90%,Yes,906m,CHN4493,Medium,Unsafe
Villivakkam Zone-63,4.0,Poor,93%,Yes,1487m,CHN4494,Low,Moderate
Porur Zone-97,3.8,Moderate,99%,Yes,1396m,CHN4495,High,Moderate
Guindy Zone-39,2.9,Good,81%,Yes,1917m,CHN4496,Low,Unsafe
Vepery Zone-10,4.8,Good,69%,No,566m,CHN4497,Low,Safe
Kilpauk Zone-28,3.6,Moderate,77%,Yes,1159m,CHN4498,High,Moderate
Teynampet Zone-30,4.5,Good,69%,Yes,885m,CHN4499,Low,Safe
Royapuram Zone-51,3.9,Good,77%,No,1121m,CHN4500,Medium,Moderate
Royapuram Zone-67,2.8,Good,62%,No,553m,CHN4501,Low,Unsafe
Velachery West Zone-75,4.0,Good,86%,No,1386m,CHN4502,Low,Moderate
Perungudi Zone-21,3.0,Good,93%,Yes,1372m,CHN4503,High,Unsafe
Tambaram Zone-7,4.6,Good,96%,Yes,1278m,CHN4504,Low,Safe
Manapakkam Zone-29,4.0,Good,86%,Yes,1135m,CHN4505,Medium,Moderate
Poonamallee Zone-77,4.8,Moderate,81%,No,1312m,CHN4506,Medium,Safe
Ambattur Zone-67,4.1,Moderate,60%,Yes,1973m,CHN4507,Medium,Moderate
Alwarpet Zone-69,4.3,Good,63%,Yes,1239m,CHN4508,High,Safe
Porur Zone-75,3.0,Moderate,71%,Yes,1680m,CHN4509,Medium,Unsafe
Thousand Lights Zone-89,4.9,Good,83%,Yes,1048m,CHN4510,High,Safe
Porur Zone-3,3.8,Good,96%,No,1501m,CHN4511,High,Moderate
Manapakkam Zone-74,3.1,Poor,61%,Yes,1078m,CHN4512,Low,Unsafe
Velachery East Zone-65,4.4,Moderate,87%,Yes,1216m,CHN4513,Low,Safe
Pallavaram Zone-77,4.6,Poor,63%,Yes,857m,CHN4514,Medium,Safe
Mogappair Zone-38,4.5,Moderate,87%,Yes,540m,CHN4515,Medium,Safe
George Town Zone-83,3.5,Poor,82%,Yes,1272m,CHN4516,Medium,Moderate
Washermanpet Zone-2,3.0,Poor,65%,Yes,1979m,CHN4517,Low,Unsafe
Pallavaram Zone-72,2.9,Moderate,67%,Yes,1162m,CHN4518,Low,Unsafe
Ambattur Zone-3,3.4,Good,97%,No,260m,CHN4519,Medium,Moderate
Alwarpet Zone-49,3.7,Poor,87%,No,986m,CHN4520,High,Moderate
Ayanavaram Zone-56,4.9,Poor,66%,Yes,528m,CHN4521,Medium,Safe
Medavakkam Zone-30,2.6,Poor,87%,No,1102m,CHN4522,Low,Unsafe
Ayanavaram Zone-73,4.4,Moderate,95%,No,746m,CHN4523,Low,Safe
Manapakkam Zone-7,4.0,Moderate,89%,Yes,404m,CHN4524,Medium,Moderate
Maduravoyal Zone-50,4.5,Good,82%,No,538m,CHN4525,High,Safe
Pallikaranai Zone-68,2.8,Good,61%,Yes,1651m,CHN4526,Medium,Unsafe
George Town Zone-21,2.6,Good,67%,No,314m,CHN4527,High,Unsafe
Poonamallee Zone-21,2.5,Poor,78%,No,1269m,CHN4528,Medium,Unsafe
Aminjikarai Zone-82,3.9,Moderate,77%,No,437m,CHN4529,High,Moderate
Sholinganallur Zone-1,4.5,Moderate,75%,Yes,557m,CHN4530,Medium,Safe
Guindy Zone-25,4.2,Moderate,63%,No,1310m,CHN4531,Low,Safe
Tambaram Zone-8,4.3,Good,61%,No,1591m,CHN4532,High,Safe
Kottivakkam Zone-93,4.3,Moderate,82%,No,1687m,CHN4533,Low,Safe
Thiruvottriyur Zone-69,2.9,Good,62%,No,277m,CHN4534,High,Unsafe
Thiruvanmiyur Zone-70,4.0,Poor,88%,Yes,294m,CHN4535,Medium,Moderate
Perungudi Zone-45,4.8,Poor,82%,Yes,1088m,CHN4536,Low,Safe
Perungudi Zone-80,4.5,Moderate,72%,No,332m,CHN4537,Low,Safe
Chromepet Zone-38,3.6,Poor,85%,Yes,1397m,CHN4538,High,Moderate
Medavakkam Zone-28,3.6,Moderate,78%,No,1859m,CHN4539,Medium,Moderate
Maduravoyal Zone-27,2.7,Poor,60%,Yes,1542m,CHN4540,Medium,Unsafe
Ayanavaram Zone-43,2.6,Poor,86%,No,922m,CHN4541,Low,Unsafe
Teynampet Zone-53,4.7,Good,95%,Yes,1507m,CHN4542,Medium,Safe
Villivakkam Zone-80,4.8,Poor,98%,Yes,532m,CHN4543,Medium,Safe
Thiruvanmiyur Zone-28,4.8,Poor,89%,Yes,217m,CHN4544,Medium,Safe
Pallavaram Zone-25,4.7,Good,60%,Yes,689m,CHN4545,Medium,Safe
Egmore Zone-71,4.7,Good,61%,Yes,801m,CHN4546,High,Safe
